compartment_id,week,humidity,ammonia,temperature,light,ventilation_rate,status
0,0,59.0,0.4,37.7,4.8,0.65,1
1,0,70.1,3.9,35.4,4.1,0.7,1
2,2,40.8,10.3,30.5,22.2,0.14,1
2,4,59.4,3.0,27.2,21.1,1.78,0
2,5,75.4,5.4,25.9,19.5,1.94,1
2,4,50.6,4.2,28.7,14.8,3.25,1
1,0,70.3,5.3,36.5,7.7,1.47,0
1,0,74.6,3.2,35.3,5.6,0.69,1
1,0,68.5,7.7,37.3,7.4,1.08,1
1,0,75.8,10.5,36.1,14.5,0.61,1
1,0,67.9,5.2,37.1,8.6,1.26,0
0,0,46.2,0.6,38.1,2.2,0.28,1
1,0,74.7,3.7,37.4,0.8,1.48,0
0,0,46.9,2.0,36.6,2.0,0.15,1
2,5,56.7,20.7,21.0,28.6,2.46,1
0,0,38.2,3.6,34.8,1.5,0.05,2
0,0,55.5,1.2,36.9,7.1,0.38,0
1,0,62.2,2.9,36.1,9.2,1.01,0
2,5,30.0,14.6,26.1,9.8,3.38,2
2,3,51.4,0.4,23.5,26.7,2.2,1
2,6,65.6,1.8,18.3,6.7,3.24,1
2,3,62.3,6.5,24.7,30.7,0.85,1
0,0,53.7,3.7,36.2,2.3,0.61,1
2,1,43.0,0.3,29.3,24.1,3.36,1
1,0,76.1,3.7,38.1,7.6,0.48,1
1,0,63.1,13.2,35.6,0.2,1.35,2
2,4,47.8,4.7,28.9,12.8,1.82,1
1,0,71.6,16.8,36.8,14.1,0.51,2
2,1,64.6,2.6,32.3,15.2,1.21,0
0,0,32.1,0.7,37.6,4.7,0.59,2
1,0,66.1,0.5,37.7,14.1,0.69,1
0,0,65.2,1.3,36.4,8.8,0.58,1
0,0,64.7,7.0,36.2,6.0,0.26,1
0,0,55.9,1.7,37.0,1.2,0.41,0
1,0,60.4,0.7,37.0,1.7,1.7,1
0,0,52.1,0.6,37.0,0.2,0.17,0
2,6,77.8,4.2,21.6,21.8,2.18,1
0,0,50.9,3.8,37.3,1.0,0.31,0
2,5,37.9,18.1,21.5,28.5,2.35,1
2,6,60.7,16.5,19.9,28.7,2.31,1
0,0,39.6,0.1,39.4,0.5,0.18,2
0,0,51.4,2.4,35.7,2.5,0.05,2
0,0,51.2,5.7,38.7,7.9,0.38,1
1,0,77.3,0.9,36.1,1.3,0.47,1
1,0,61.0,0.6,33.4,8.6,1.09,2
0,0,37.3,0.9,36.5,9.3,0.42,2
1,0,68.8,1.1,39.1,9.8,1.14,2
1,0,73.1,5.0,36.9,1.0,0.66,0
2,3,55.9,8.4,27.6,11.9,1.86,0
2,2,60.1,7.6,31.8,16.2,1.63,0
0,0,69.3,0.8,37.2,2.2,0.74,1
1,0,67.6,7.0,36.3,0.6,0.58,1
0,0,49.2,1.0,37.1,9.7,0.41,0
2,1,49.0,0.4,35.7,18.9,0.79,1
2,6,57.4,9.1,18.0,17.9,3.31,1
1,0,71.9,7.2,36.4,8.1,0.92,1
0,0,51.7,4.6,38.9,4.8,0.41,1
0,0,40.6,1.0,38.3,0.4,0.65,1
0,0,54.9,1.5,36.7,1.3,0.41,1
1,0,76.0,18.6,36.0,0.4,1.58,2
0,0,40.6,0.6,38.8,0.7,0.23,1
0,0,45.8,2.0,36.6,4.2,0.28,1
2,1,62.8,9.4,32.0,15.2,2.69,0
2,1,52.3,2.1,31.3,29.9,1.9,0
0,0,56.4,6.5,37.8,4.2,0.28,1
1,0,60.3,0.0,36.3,12.9,0.76,1
2,2,34.2,29.1,33.7,21.3,3.2,2
2,3,66.2,18.8,25.1,16.2,1.5,1
0,0,56.0,0.6,37.6,2.3,0.44,0
0,0,59.0,0.8,35.8,3.3,0.52,1
0,0,39.5,1.3,37.9,5.3,0.21,2
2,5,58.8,11.4,27.4,9.6,1.63,1
1,0,81.9,0.2,36.0,0.5,0.7,1
0,0,48.9,0.7,38.8,9.8,0.09,1
2,4,65.3,12.5,22.1,9.2,2.27,1
1,0,67.7,5.4,35.5,5.4,0.58,1
1,0,69.6,2.8,37.9,1.8,0.84,1
1,0,77.8,3.4,37.5,13.0,0.9,0
1,0,58.2,3.9,34.6,10.0,0.28,2
1,0,67.3,1.3,36.7,1.9,1.08,0
2,2,52.6,5.4,28.1,10.9,0.67,1
2,4,62.7,7.4,27.8,20.3,1.89,0
1,0,76.3,1.6,36.5,10.1,1.16,0
0,0,50.6,0.0,36.3,4.6,0.32,1
0,0,44.2,2.6,38.0,2.1,0.5,1
0,0,61.7,1.6,36.5,9.3,0.27,1
0,0,61.4,4.6,35.1,4.8,0.45,2
1,0,54.6,0.8,38.5,4.4,1.08,1
0,0,55.7,0.5,37.6,0.2,0.61,0
0,0,60.4,6.2,35.5,4.1,0.44,2
1,0,83.3,9.2,35.9,11.9,1.09,1
0,0,60.7,2.2,37.9,2.5,0.3,1
0,0,61.3,2.3,37.7,0.2,0.64,1
1,0,72.0,7.3,37.6,1.9,1.07,1
0,0,47.7,1.3,37.2,7.3,0.41,1
2,6,71.3,2.3,18.3,5.4,2.94,1
2,4,62.3,0.7,26.2,21.5,4.21,0
1,0,60.6,2.6,36.2,2.1,0.98,1
1,0,78.9,1.6,37.2,4.6,1.12,1
0,0,52.8,2.2,38.9,6.9,0.62,1
0,0,65.1,3.0,36.6,7.5,0.49,1
2,6,68.2,11.7,23.0,14.2,3.16,1
2,3,58.4,5.9,28.1,13.5,0.8,1
2,3,46.0,8.4,31.0,30.0,1.98,1
2,6,54.1,21.6,22.3,20.7,1.87,1
2,6,42.0,7.6,18.5,31.9,2.28,1
1,0,77.1,1.6,38.3,14.1,1.26,1
0,0,61.6,2.8,36.3,4.0,0.29,1
2,4,57.6,27.9,30.6,16.3,1.22,2
1,0,69.6,0.7,35.8,0.9,0.66,1
1,0,61.9,0.5,36.8,13.2,0.41,1
2,6,41.6,4.7,25.8,24.4,2.14,1
1,0,66.4,1.2,37.4,7.9,0.83,0
1,0,62.8,0.5,34.8,5.9,1.18,2
2,6,56.0,7.2,18.8,31.2,1.46,1
2,5,42.7,6.0,20.8,25.4,1.13,1
0,0,52.5,1.4,37.8,6.0,0.33,0
0,0,54.8,1.6,35.1,5.0,0.23,2
1,0,77.7,6.1,35.6,4.2,1.15,1
2,5,24.6,7.0,24.7,33.1,1.82,2
0,0,56.7,1.0,40.0,8.7,0.61,2
2,5,50.2,4.6,21.4,24.3,1.56,1
2,3,74.4,18.9,27.8,30.1,1.79,1
2,2,51.8,2.5,26.5,20.1,1.95,1
2,1,53.7,4.3,35.2,5.4,2.1,1
0,0,55.0,0.2,36.0,6.0,0.38,1
1,0,54.8,3.9,38.7,0.2,1.26,1
2,3,64.8,7.3,25.6,16.6,1.72,1
1,0,70.1,0.3,37.5,1.1,0.59,0
2,5,51.1,20.0,21.9,28.3,0.05,1
1,0,66.8,0.7,38.4,1.9,0.92,1
1,0,77.8,0.7,37.7,0.9,1.39,1
0,0,50.7,2.0,38.6,0.8,0.15,1
2,1,50.0,11.6,32.5,17.4,2.76,0
1,0,70.4,13.2,39.0,1.7,1.17,2
0,0,51.5,0.5,37.1,8.0,0.45,0
1,0,77.8,2.3,39.1,9.4,0.77,2
2,3,65.9,9.3,26.8,33.8,1.94,0
0,0,55.3,0.5,39.6,8.0,0.34,2
1,0,75.8,5.3,36.1,5.6,0.73,0
1,0,71.1,0.6,36.8,6.2,0.87,0
1,0,52.5,22.7,37.4,2.0,0.66,2
1,0,57.9,0.5,38.8,6.1,1.66,1
1,0,61.8,2.6,38.4,6.3,1.4,1
2,1,41.7,3.0,27.8,11.7,2.46,2
2,3,47.5,6.6,31.8,12.8,2.49,1
2,5,63.2,5.4,28.7,9.0,3.17,2
0,0,57.0,1.0,36.4,4.2,0.31,1
1,0,70.4,11.4,37.2,2.6,0.87,1
2,1,45.9,6.4,33.7,17.2,2.77,0
0,0,59.6,2.3,37.6,8.1,0.39,1
2,1,57.3,6.8,34.0,10.4,1.33,0
2,2,61.3,7.1,28.7,17.8,0.53,1
0,0,43.9,0.6,37.6,2.8,0.6,1
2,4,71.0,12.8,24.6,33.0,2.95,1
2,3,60.9,8.7,33.5,29.2,2.05,2
1,0,64.2,0.6,36.9,9.6,1.24,0
2,6,42.3,19.4,15.6,6.2,3.61,2
2,5,52.9,12.2,23.8,28.0,2.32,0
0,0,46.7,0.1,37.0,1.8,0.34,1
1,0,64.3,0.6,37.4,3.1,1.48,0
0,0,43.1,0.8,36.9,2.0,0.37,1
2,1,68.4,1.2,33.2,24.7,1.41,1
2,6,52.8,5.3,19.5,8.3,1.35,0
2,2,64.4,16.4,27.3,28.6,2.07,1
0,0,59.2,0.1,37.0,6.7,0.2,1
1,0,76.9,7.9,35.9,2.1,0.78,1
1,0,66.0,1.1,37.1,14.2,0.86,0
1,0,77.2,4.5,37.6,3.8,1.31,1
2,3,76.7,15.1,27.6,16.5,2.27,1
0,0,44.4,2.2,37.1,3.1,0.69,1
0,0,51.9,4.4,39.0,7.1,0.59,1
2,1,45.6,7.6,36.2,14.2,1.66,1
1,0,80.2,1.3,38.1,3.7,0.95,1
0,0,56.0,1.2,37.9,3.6,0.36,0
0,0,50.4,1.6,37.1,0.3,0.31,0
1,0,71.5,3.6,35.6,6.2,0.8,1
0,0,50.6,5.6,39.0,8.5,0.18,1
1,0,78.5,1.5,37.3,12.7,1.28,1
0,0,57.3,0.1,37.2,2.0,0.07,1
0,0,57.9,0.8,37.0,8.2,0.93,0
0,0,54.2,1.4,37.9,1.2,0.05,2
2,3,72.5,0.9,28.7,6.1,2.65,1
1,0,67.4,5.5,36.5,4.1,0.75,0
1,0,65.2,4.5,37.1,7.6,0.31,1
2,2,73.1,36.0,30.0,19.5,2.2,2
1,0,77.2,1.2,34.8,8.0,0.9,1
0,0,49.1,1.0,38.3,8.3,0.19,0
2,3,46.9,2.0,25.9,15.9,1.91,1
0,0,52.4,0.3,35.0,9.5,0.32,2
0,0,60.9,4.6,37.1,9.2,0.11,1
2,3,39.5,10.7,27.9,9.2,1.36,0
1,0,81.0,10.9,33.5,13.6,1.02,2
0,0,70.4,5.3,37.6,9.5,0.28,2
2,2,48.9,5.6,35.3,28.9,1.28,1
0,0,55.9,2.0,36.3,0.9,0.1,1
2,2,46.8,28.0,25.2,27.0,1.34,2
0,0,66.2,4.4,37.5,5.1,0.26,1
0,0,61.4,0.5,40.3,1.5,0.05,2
0,0,54.5,4.4,39.5,7.0,0.73,1
1,0,63.2,3.6,37.6,12.2,0.86,1
1,0,59.4,13.7,36.3,9.9,1.25,2
0,0,64.2,3.1,37.6,1.9,0.38,1
2,2,48.8,5.8,23.7,17.4,1.69,2
2,2,50.6,7.5,26.7,12.2,1.88,1
1,0,60.2,0.9,37.1,8.2,1.2,1
0,0,58.0,1.0,37.0,1.1,0.23,1
1,0,81.6,8.6,37.2,8.3,0.51,1
0,0,44.0,5.5,37.7,1.1,0.44,1
1,0,70.5,3.5,40.0,0.8,1.0,2
0,0,66.7,0.8,35.1,6.2,0.32,2
0,0,56.4,1.4,35.3,3.1,0.52,2
1,0,78.4,11.3,37.6,9.3,0.81,1
1,0,70.4,5.5,36.1,6.7,1.47,0
2,4,50.3,8.7,20.4,11.6,3.88,2
1,0,63.5,5.5,36.0,7.2,0.69,0
1,0,83.0,1.2,33.7,6.7,1.08,2
1,0,73.0,0.2,33.5,0.3,0.52,2
0,0,54.3,0.4,36.1,7.3,0.59,1
2,4,60.3,4.3,28.2,14.3,2.02,1
0,0,60.1,2.3,38.4,3.9,0.24,1
2,3,50.6,0.7,30.8,28.3,1.74,1
2,2,64.9,1.0,31.7,9.2,2.55,0
1,0,56.9,7.8,37.6,10.0,1.21,1
1,0,63.4,0.4,36.7,8.0,1.21,0
1,0,72.5,1.4,36.1,8.0,1.71,0
0,0,60.2,5.7,39.0,5.8,0.55,1
2,2,47.5,1.6,31.7,14.9,1.64,0
0,0,41.9,0.4,37.5,7.3,0.22,1
0,0,56.5,0.2,36.9,4.4,0.2,0
0,0,50.5,0.2,39.8,8.9,0.41,2
2,1,44.7,0.3,36.5,19.2,2.48,1
1,0,71.0,0.3,36.5,4.9,0.82,0
0,0,55.6,0.7,40.4,4.8,0.2,2
0,0,61.4,0.3,37.3,2.6,0.32,1
0,0,54.4,0.1,36.3,0.5,0.33,1
0,0,50.1,1.2,36.8,6.2,0.3,0
2,2,39.5,3.4,34.5,23.5,1.77,1
2,4,63.5,2.7,27.0,20.5,4.2,0
1,0,85.0,2.6,35.9,11.4,0.66,2
1,0,69.8,9.8,35.4,9.2,0.76,1
1,0,66.9,1.0,36.6,7.7,1.09,0
1,0,79.6,0.3,36.3,10.2,0.43,1
1,0,76.6,0.1,36.3,11.2,0.84,0
0,0,58.2,2.4,38.0,1.3,0.41,1
1,0,78.5,4.4,36.7,6.0,1.32,1
0,0,44.4,3.0,35.7,9.4,0.24,1
2,5,51.1,4.7,18.5,30.4,2.32,1
1,0,69.6,6.8,37.3,13.3,0.82,0
0,0,53.6,1.2,38.5,8.3,0.13,1
1,0,83.5,1.0,38.5,9.4,0.62,1
0,0,58.7,0.2,38.3,3.9,0.15,1
2,2,53.4,4.2,27.3,12.2,1.7,1
0,0,51.7,0.5,38.8,9.5,0.21,1
0,0,50.9,0.4,36.2,2.4,0.86,1
1,0,60.0,4.4,35.7,1.8,1.63,1
1,0,81.8,2.2,37.8,10.5,1.35,1
0,0,56.8,6.8,35.7,1.3,0.36,1
2,3,68.9,5.0,32.5,15.8,2.04,1
0,0,55.2,1.5,38.0,4.8,0.43,0
1,0,75.5,23.0,36.7,6.4,1.14,2
2,5,52.4,1.8,26.4,29.8,1.48,1
0,0,53.5,4.6,37.6,6.5,0.05,2
0,0,51.3,0.9,37.1,7.8,0.05,2
0,0,56.2,1.1,37.3,9.9,0.32,0
1,0,69.0,2.4,36.3,3.8,1.47,0
0,0,54.9,0.8,36.3,1.8,0.25,1
0,0,52.1,1.5,38.3,2.9,0.16,1
0,0,62.7,10.8,37.7,2.5,0.42,2
2,6,56.1,5.3,21.2,33.4,2.05,0
0,0,41.5,0.8,36.7,4.0,0.47,1
0,0,55.4,1.2,39.0,4.5,0.19,1
0,0,47.0,0.2,39.1,3.0,0.12,1
2,6,32.7,19.2,23.4,5.2,2.04,2
0,0,53.2,2.9,38.2,7.5,0.26,0
0,0,69.0,1.3,39.9,1.7,0.85,2
0,0,49.4,0.9,37.5,0.9,0.29,0
2,4,29.8,12.7,26.3,15.1,1.28,2
0,0,41.0,0.0,38.2,6.5,0.36,1
1,0,69.6,3.4,37.4,13.0,1.07,0
1,0,71.5,2.0,35.5,2.0,1.2,1
2,1,61.6,27.2,31.9,33.7,1.4,2
2,4,63.7,1.4,22.1,10.2,1.74,1
2,4,52.1,13.8,24.7,9.2,2.06,0
1,0,60.8,3.4,37.0,14.8,0.26,1
2,6,26.3,0.1,20.8,19.8,3.29,2
1,0,69.0,1.0,35.7,2.0,1.42,1
1,0,69.4,1.2,35.0,13.2,1.09,1
1,0,75.6,0.0,36.2,7.6,1.33,0
0,0,52.5,7.7,37.9,8.0,0.12,1
0,0,56.5,4.7,36.4,3.6,0.43,1
0,0,48.4,2.5,36.8,9.9,0.21,0
2,3,45.8,13.4,30.3,13.8,2.83,1
1,0,63.5,3.0,37.0,6.9,0.54,0
0,0,65.5,0.5,35.1,5.5,0.38,2
1,0,69.6,2.4,36.3,4.4,0.84,0
0,0,40.4,1.5,37.7,1.6,0.45,1
2,3,66.0,18.4,23.7,23.9,1.57,1
0,0,47.5,4.1,37.4,2.5,0.53,1
1,0,71.6,2.3,36.0,4.4,0.62,1
1,0,68.0,3.5,37.0,7.3,0.93,0
1,0,84.3,0.5,34.0,9.7,1.05,2
0,0,50.2,1.2,37.7,9.4,0.23,0
1,0,73.4,2.8,36.7,8.6,0.92,0
1,0,63.7,10.7,35.3,0.4,0.66,1
1,0,62.6,0.1,34.7,1.4,1.26,2
2,3,35.2,11.7,29.3,27.6,2.21,0
2,3,59.1,15.6,31.8,18.9,1.44,1
0,0,50.5,1.1,35.7,6.8,0.05,2
0,0,60.7,0.1,36.2,3.4,0.21,1
0,0,56.0,9.0,37.9,9.8,0.21,2
2,5,62.3,5.6,24.6,22.2,1.41,0
2,6,61.6,0.4,14.9,30.3,2.54,2
2,2,30.7,0.8,32.4,27.7,0.98,2
0,0,61.0,0.0,37.9,0.5,0.41,1
1,0,72.4,21.0,34.7,14.5,0.43,2
2,5,42.3,3.5,22.2,8.8,2.5,0
1,0,64.5,3.9,38.1,1.2,0.25,1
0,0,55.3,2.4,37.7,7.8,0.61,0
1,0,73.9,4.5,38.1,7.5,0.97,1
0,0,54.4,0.1,37.8,5.8,0.33,0
2,3,61.6,2.1,25.7,19.8,2.34,1
2,1,60.4,6.8,31.3,15.5,1.77,0
0,0,60.5,1.5,36.5,4.1,0.16,1
2,3,35.0,16.9,24.1,10.9,1.77,1
2,2,60.9,23.3,30.5,25.3,1.26,2
1,0,68.8,6.4,36.1,2.1,0.68,0
1,0,67.6,7.3,38.8,8.2,0.95,2
1,0,79.4,3.1,36.5,10.2,0.56,1
2,5,48.4,17.7,23.2,22.1,2.4,1
1,0,83.6,1.0,35.7,2.0,0.88,1
2,4,46.2,15.6,23.1,29.5,1.51,1
1,0,57.3,5.7,33.3,14.0,0.79,2
1,0,60.6,2.6,37.6,13.1,0.84,1
1,0,80.1,0.6,35.6,12.3,0.5,1
2,6,56.9,1.6,23.5,5.2,3.38,1
0,0,53.7,2.5,36.5,9.9,0.32,1
0,0,50.9,0.8,36.8,8.2,0.2,0
1,0,59.8,2.9,36.5,10.6,0.37,1
2,4,65.5,12.4,29.6,12.3,1.87,1
1,0,77.2,0.8,34.5,5.4,1.32,2
0,0,53.0,2.2,36.2,3.0,0.37,1
0,0,45.1,5.5,37.1,8.1,0.05,2
1,0,68.6,0.7,37.2,9.4,1.02,0
0,0,47.9,3.3,37.2,3.2,0.22,1
1,0,66.4,0.6,38.5,0.1,1.02,1
1,0,60.1,5.6,36.4,11.2,1.04,1
0,0,50.1,0.7,39.5,8.1,0.08,2
0,0,47.8,2.2,38.0,6.0,0.33,1
2,5,49.3,0.4,23.5,26.0,2.06,0
0,0,50.2,5.1,39.8,9.0,0.21,2
1,0,81.3,2.7,37.6,2.9,0.43,1
1,0,69.0,2.7,36.5,14.0,1.44,0
1,0,70.9,1.9,35.5,1.5,0.68,1
0,0,51.2,1.6,40.0,8.5,0.33,2
1,0,81.7,2.9,36.0,1.3,1.23,1
2,2,39.9,10.1,25.7,28.3,2.59,1
2,4,58.0,0.7,28.4,14.9,3.18,1
2,2,46.9,2.6,28.5,17.3,1.4,1
1,0,74.5,0.4,36.6,10.5,0.63,0
1,0,76.7,0.6,35.7,2.4,1.18,1
1,0,63.8,9.2,37.2,9.4,0.97,1
2,4,66.5,19.1,26.0,7.6,1.97,1
2,4,62.3,6.2,24.2,34.0,2.22,0
1,0,86.7,4.1,35.3,0.3,1.41,2
2,3,56.3,8.8,30.4,29.7,2.02,1
0,0,59.0,2.8,37.1,1.3,0.47,1
0,0,64.1,0.4,37.4,6.5,0.38,1
0,0,54.6,3.6,37.4,5.8,0.21,0
2,5,57.1,1.9,25.2,27.1,2.05,0
1,0,63.8,0.0,38.1,14.4,0.64,1
1,0,67.4,0.6,37.5,10.8,1.09,0
2,2,47.9,2.6,28.2,14.6,2.23,1
1,0,77.2,0.5,37.1,6.4,1.17,0
2,5,55.2,13.5,20.9,33.1,1.22,1
0,0,43.6,1.9,35.8,5.8,0.23,1
1,0,78.5,7.1,38.1,6.1,0.99,1
0,0,54.8,6.2,37.7,9.1,0.48,1
0,0,51.1,7.5,40.4,3.1,0.27,2
1,0,61.2,0.9,36.6,10.3,0.87,1
1,0,64.7,13.5,37.6,5.7,0.28,2
0,0,43.5,0.8,37.5,7.3,0.39,1
1,0,80.0,1.7,36.1,8.5,0.85,1
1,0,75.5,2.5,37.0,12.3,0.66,0
2,2,39.3,2.6,32.3,13.0,1.76,0
1,0,69.9,0.9,35.8,14.2,0.98,1
1,0,48.7,0.2,37.1,10.9,0.85,2
1,0,74.3,2.9,37.5,4.5,0.84,0
0,0,55.0,0.5,36.6,3.1,0.31,1
2,4,53.3,8.1,27.9,29.1,0.26,1
2,5,58.9,0.8,21.8,5.8,1.62,0
1,0,71.0,3.5,37.4,8.1,1.3,0
2,6,64.8,0.1,23.8,26.9,1.99,1
0,0,41.2,1.3,37.4,9.9,0.38,1
0,0,53.3,1.9,36.9,5.6,0.6,0
0,0,46.6,1.8,39.0,5.0,0.3,1
1,0,74.1,1.4,35.7,2.0,1.21,1
1,0,76.8,1.2,36.9,11.5,0.99,0
1,0,66.0,2.7,37.8,1.8,0.96,1
2,4,62.2,1.3,27.8,16.0,1.18,1
1,0,61.8,6.6,36.4,5.7,0.39,1
2,6,47.9,5.6,20.4,19.8,2.0,0
2,2,42.8,4.0,30.1,25.0,0.53,1
2,6,44.4,5.5,23.2,17.5,1.66,1
0,0,49.9,1.6,37.0,1.7,0.4,0
2,2,28.7,7.7,33.9,24.9,1.63,2
1,0,83.6,0.8,37.5,6.9,0.07,2
1,0,68.0,11.3,37.7,10.1,0.8,1
1,0,82.2,1.2,39.2,5.5,1.36,2
2,6,49.5,6.6,22.5,27.9,1.27,0
0,0,53.6,0.2,38.3,3.0,0.16,1
2,3,40.5,9.7,31.2,16.2,2.04,1
1,0,62.9,1.9,36.6,5.5,0.27,1
2,4,53.5,3.0,31.1,15.3,2.22,2
1,0,68.5,3.9,35.2,7.6,1.02,1
0,0,47.6,1.5,37.3,6.7,0.58,1
1,0,72.2,2.8,35.4,3.6,1.62,1
2,1,38.7,2.7,32.5,12.4,3.08,0
2,4,57.4,4.3,29.7,25.9,2.14,1
1,0,70.2,3.4,36.1,13.8,1.01,0
0,0,51.3,0.6,38.1,8.5,0.46,0
0,0,57.9,0.7,40.1,8.0,0.36,2
0,0,56.4,1.0,40.3,9.4,0.55,2
1,0,73.8,13.8,37.7,13.3,1.25,2
0,0,58.5,3.3,40.4,5.1,0.41,2
1,0,76.7,3.3,35.8,1.3,1.53,1
1,0,68.8,3.3,36.2,12.7,0.61,0
2,4,65.0,17.1,27.1,11.1,1.74,1
1,0,58.3,5.5,37.7,3.1,0.75,1
2,1,46.0,17.4,31.9,28.2,2.66,1
1,0,69.9,0.2,37.6,3.9,1.1,0
1,0,66.5,2.0,37.2,11.8,0.53,0
2,3,54.3,0.6,28.1,23.5,0.66,1
0,0,52.1,5.2,38.1,7.1,0.15,1
2,6,66.5,27.7,23.6,19.5,3.86,2
2,3,57.2,46.1,31.8,17.9,2.5,2
2,6,38.3,0.3,20.2,15.4,3.36,0
1,0,70.5,10.9,35.9,11.5,1.36,1
1,0,71.6,4.2,37.4,11.3,1.49,0
0,0,45.8,0.3,37.6,5.9,0.82,1
2,6,51.1,5.4,20.0,30.1,1.56,0
0,0,52.0,3.1,37.2,2.4,0.14,1
2,1,56.0,26.4,26.7,23.2,1.07,2
2,2,66.4,6.6,26.8,13.4,2.49,1
0,0,55.7,1.8,37.2,2.3,0.44,0
0,0,57.7,1.9,36.5,7.4,0.25,1
0,0,50.0,4.6,40.2,5.5,0.56,2
1,0,64.7,1.0,36.4,13.9,1.0,0
2,2,40.3,13.1,33.9,34.0,2.34,1
1,0,69.9,3.3,35.8,7.5,0.94,1
0,0,51.8,0.9,36.1,2.6,0.05,2
0,0,62.8,0.1,36.4,7.5,0.15,1
2,6,50.0,9.6,19.3,21.8,1.2,0
0,0,47.5,2.0,39.0,4.5,0.44,1
1,0,73.2,1.3,35.5,5.6,1.08,1
2,1,58.0,16.6,34.9,20.1,0.46,1
0,0,51.4,0.9,36.6,3.8,0.64,1
2,1,66.1,1.0,30.5,12.6,2.12,1
0,0,57.6,0.6,38.4,5.2,0.37,1
1,0,70.4,1.5,37.7,13.0,0.73,1
1,0,72.5,4.3,37.8,8.9,1.71,1
2,2,43.3,5.9,28.7,24.6,2.56,0
1,0,73.1,4.7,37.7,8.3,0.83,1
2,3,70.8,21.3,28.8,33.4,1.94,1
2,5,53.8,11.3,21.1,28.8,1.33,1
2,6,61.1,4.2,20.1,32.0,2.25,0
1,0,60.6,2.3,37.6,6.1,0.89,1
1,0,59.6,1.2,36.2,4.8,0.86,1
1,0,77.9,2.0,35.9,11.9,0.82,1
0,0,61.2,3.4,36.6,1.5,0.28,1
1,0,71.8,3.7,35.8,7.8,1.43,1
1,0,88.1,4.3,38.3,3.5,0.86,2
0,0,36.2,0.9,38.4,6.8,0.49,2
2,4,61.8,4.3,27.5,13.5,1.88,0
1,0,61.5,6.6,34.6,4.4,1.48,2
1,0,60.2,7.6,36.2,12.0,0.69,1
0,0,51.5,3.1,36.5,8.2,0.29,1
2,1,45.4,2.2,34.4,19.1,2.75,0
2,3,71.8,0.1,28.9,21.5,2.29,1
1,0,79.6,1.0,36.6,14.0,0.66,1
0,0,60.6,1.6,37.0,9.9,0.39,1
0,0,50.0,20.8,39.4,7.2,0.36,2
2,4,69.7,6.8,22.8,35.0,1.85,1
0,0,49.5,0.4,36.6,2.9,0.28,1
0,0,55.4,0.5,38.4,4.3,0.53,1
1,0,81.7,18.1,36.4,0.8,0.9,2
0,0,42.2,1.3,34.9,7.8,0.49,2
1,0,72.5,3.2,37.3,12.4,0.71,0
0,0,45.3,0.7,35.6,10.0,0.52,1
0,0,46.5,0.1,37.6,1.1,0.31,1
2,1,49.1,3.2,28.5,14.5,3.27,1
0,0,57.0,1.8,38.8,0.5,0.5,1
2,1,61.4,21.5,33.2,28.1,2.44,1
1,0,66.1,0.9,37.5,3.2,0.68,0
1,0,70.2,10.0,38.8,13.6,0.69,2
1,0,68.3,4.4,35.8,4.3,1.6,1
1,0,60.7,3.7,38.7,1.1,0.24,1
1,0,61.7,4.7,34.4,9.0,1.01,2
1,0,61.0,8.2,35.6,12.2,0.79,1
1,0,72.2,2.0,34.5,2.7,1.19,2
2,1,57.5,3.3,33.3,30.7,1.42,0
0,0,52.4,1.7,35.9,7.0,0.36,1
1,0,66.0,0.6,35.8,7.6,0.59,1
0,0,63.2,4.5,33.7,7.6,0.15,2
1,0,71.0,2.6,36.7,10.2,1.49,0
2,3,47.6,15.3,30.3,19.5,2.27,1
2,4,46.6,1.5,25.6,16.4,1.24,0
2,4,76.2,21.8,21.8,6.5,2.26,1
2,5,41.0,2.6,19.2,26.7,3.24,1
1,0,68.1,2.2,36.0,1.9,0.99,0
1,0,56.3,5.7,37.6,4.6,1.41,1
0,0,58.8,0.1,38.0,5.7,0.24,1
0,0,48.3,6.0,38.0,0.9,0.5,1
0,0,60.7,1.9,36.9,6.8,0.37,1
2,6,61.3,8.2,21.1,13.9,1.91,0
1,0,72.0,7.6,37.5,6.2,1.65,1
0,0,37.6,3.5,38.7,8.3,0.67,2
1,0,64.2,2.8,37.3,10.8,0.53,0
0,0,48.6,1.6,36.1,1.6,0.05,2
0,0,52.0,6.6,37.2,5.8,0.48,1
0,0,49.2,2.7,37.8,3.9,0.48,0
0,0,61.6,1.2,36.7,5.3,0.22,1
1,0,72.5,4.9,35.9,0.3,0.6,1
0,0,55.4,3.4,37.2,3.1,0.44,0
2,5,57.1,7.7,25.7,5.1,1.74,1
2,1,35.5,7.1,34.9,18.4,1.59,0
0,0,50.1,2.2,38.4,5.1,0.48,1
0,0,47.8,0.1,39.2,2.1,0.56,1
0,0,50.8,0.8,37.5,4.6,0.05,2
0,0,40.8,1.3,40.1,4.6,0.75,2
2,3,38.3,20.7,25.4,20.7,1.52,1
2,4,55.3,2.4,25.3,17.2,0.52,1
2,5,69.2,3.0,22.3,7.6,3.23,1
0,0,56.5,0.3,37.8,3.6,0.58,0
1,0,61.0,13.7,37.2,4.8,1.31,2
1,0,73.2,1.2,36.9,1.0,0.93,0
1,0,68.3,4.7,38.0,2.4,0.94,1
